Date,Open,High,Low,Close,Adj Close,Volume
1/03/2022,289.893341,296.626678,284.593323,288.123322,288.123322,74766900
2/03/2022,290.709991,295.493347,281.42334,293.296661,293.296661,74643300
3/03/2022,292.92334,295.480011,277.533325,279.763336,279.763336,61623600
4/03/2022,283.033325,285.216675,275.053345,279.429993,279.429993,66999600
7/03/2022,285.433319,288.713318,268.190002,268.193329,268.193329,72494100
8/03/2022,265.176666,283.329987,260.723328,274.799988,274.799988,80399100
9/03/2022,279.82666,286.853333,277.33667,286.323334,286.323334,59184000
10/03/2022,283.816681,284.816681,270.119995,279.433319,279.433319,58648500
11/03/2022,280.066681,281.266663,264.589996,265.116669,265.116669,67037100
14/03/2022,260.203339,266.899994,252.013336,255.456665,255.456665,71152200
15/03/2022,258.42334,268.523346,252.190002,267.296661,267.296661,66841200
16/03/2022,269.666656,280.666656,267.420013,280.07666,280.07666,84028800
17/03/2022,276.996674,291.666656,275.23999,290.533325,290.533325,66582900
18/03/2022,291.496674,302.616669,289.130005,301.796661,301.796661,100414200
21/03/2022,304.993347,314.283325,302.363342,307.053345,307.053345,81981600
22/03/2022,310,332.619995,307.25,331.32666,331.32666,105868500
23/03/2022,326.646667,346.899994,325.466675,333.036682,333.036682,120676200
24/03/2022,336.57666,341.496674,329.600006,337.973328,337.973328,68920800
25/03/2022,336,340.600006,332.440002,336.880005,336.880005,62031600
28/03/2022,355.033325,365.959991,351.200012,363.946655,363.946655,102506100
29/03/2022,369.329987,371.589996,357.703339,366.523346,366.523346,73614900
30/03/2022,363.723328,371.316681,361.333344,364.66333,364.66333,59865000
31/03/2022,364.856659,367.713318,358.880005,359.200012,359.200012,48992700
1/04/2022,360.383331,364.916656,355.546661,361.529999,361.529999,54263100
4/04/2022,363.126678,383.303345,357.51001,381.816681,381.816681,82035900
5/04/2022,378.766663,384.290009,362.433319,363.753326,363.753326,80075100
6/04/2022,357.823334,359.666656,342.566681,348.58667,348.58667,89348400
7/04/2022,350.796661,358.863342,340.513336,352.420013,352.420013,79447200
8/04/2022,347.736664,349.480011,340.813324,341.829987,341.829987,55013700
11/04/2022,326.799988,336.156677,324.880005,325.309998,325.309998,59357100
12/04/2022,332.546661,340.396667,325.533325,328.983337,328.983337,65976000
13/04/2022,327.026672,342.079987,324.366669,340.790009,340.790009,55121100
14/04/2022,333.09668,337.570007,327.396667,328.333344,328.333344,58422300
18/04/2022,329.676666,338.306671,324.470001,334.763336,334.763336,51715200
19/04/2022,335.019989,344.980011,331.776672,342.716675,342.716675,49847700
20/04/2022,343.333344,344.666656,325.083344,325.733337,325.733337,70711200
21/04/2022,358.243347,364.073334,332.140015,336.26001,336.26001,105416400
22/04/2022,338.303345,344.950012,331.333344,335.016663,335.016663,69696600
25/04/2022,326.323334,336.206665,325.100006,332.67334,332.67334,68341200
26/04/2022,331.809998,333.333344,291.666656,292.140015,292.140015,136133700
27/04/2022,299.526672,306,292.453339,293.83667,293.83667,76956300
28/04/2022,299.993347,300,273.899994,292.503326,292.503326,124948500
29/04/2022,300.75,311.466675,290,290.253326,290.253326,88133100
2/05/2022,286.92334,302.119995,282.676666,300.980011,300.980011,75781500
3/05/2022,301.059998,308.026672,296.196655,303.083344,303.083344,63709500
4/05/2022,301.313324,318.5,295.093323,317.540009,317.540009,81643800
5/05/2022,313.006653,315.200012,285.899994,291.093323,291.093323,92519100
6/05/2022,295.666656,296,281.036682,288.549988,288.549988,72903000
9/05/2022,278.816681,281.876678,260.383331,262.369995,262.369995,90810300
10/05/2022,273.103333,275.119995,258.083344,266.679993,266.679993,84401700
11/05/2022,265,269.92334,242.399994,244.666672,244.666672,97224600
12/05/2022,233.666672,253.220001,226.666672,242.666672,242.666672,140313000
13/05/2022,257.82666,262.450012,250.523331,256.529999,256.529999,92150700
16/05/2022,255.720001,256.58667,239.696671,241.456665,241.456665,86098500
17/05/2022,249.119995,254.82666,242.949997,253.869995,253.869995,80236200
18/05/2022,248.17334,253.5,233.603333,236.603333,236.603333,87811800
19/05/2022,235.666672,244.666672,231.369995,236.473328,236.473328,90296700
20/05/2022,237.996674,240.526672,211,221.300003,221.300003,144973200
23/05/2022,218.339996,226.653336,212.686661,224.96666,224.96666,88903500
24/05/2022,217.843338,217.973328,206.856674,209.386673,209.386673,89092500
25/05/2022,207.949997,223.106674,207.669998,219.600006,219.600006,92139300
26/05/2022,220.473328,239.556671,217.886673,235.910004,235.910004,106003200
27/05/2022,241.083328,253.266663,240.176666,253.210007,253.210007,89295000
31/05/2022,257.946655,259.600006,244.743332,252.753326,252.753326,101914500
1/06/2022,251.720001,257.32666,243.639999,246.789993,246.789993,77247900
2/06/2022,244.156662,264.209991,242.066666,258.333344,258.333344,93473100
3/06/2022,243.226669,247.796661,233.416672,234.516663,234.516663,112393800
6/06/2022,244.353333,244.866669,234.350006,238.279999,238.279999,84204600
7/06/2022,234,239.996674,230.093338,238.886673,238.886673,72808500
8/06/2022,240.08667,249.963333,239.176666,241.866669,241.866669,76210500
9/06/2022,249.339996,255.546661,239.32666,239.706665,239.706665,96491400
10/06/2022,235.156662,239.5,227.91333,232.229996,232.229996,97536600
13/06/2022,223.166672,226.633331,214.683334,215.736664,215.736664,102767400
14/06/2022,218.286667,226.330002,211.736664,220.889999,220.889999,97988700
15/06/2022,220.916672,235.66333,218.149994,233,233,119131800
16/06/2022,222.736664,225.166672,208.693329,213.100006,213.100006,107390700
17/06/2022,213.433334,220.970001,213.196671,216.759995,216.759995,92641800
21/06/2022,224.603333,243.57666,224.333328,237.036667,237.036667,122793000
22/06/2022,234.503326,246.833328,233.82666,236.08667,236.08667,101107500
23/06/2022,237.906662,239.316666,228.636673,235.070007,235.070007,104202600
24/06/2022,237.470001,246.066666,236.08667,245.706665,245.706665,95770800
27/06/2022,249.366669,252.070007,242.566666,244.919998,244.919998,89178300
28/06/2022,244.483337,249.970001,232.343338,232.66333,232.66333,90391200
29/06/2022,230.5,231.17334,222.273331,228.490005,228.490005,82897200
30/06/2022,224.509995,229.456665,218.863327,224.473328,224.473328,94600500
1/07/2022,227,230.229996,222.119995,227.263336,227.263336,74460300
5/07/2022,223,233.146667,216.166672,233.066666,233.066666,84581100
6/07/2022,230.779999,234.563339,227.186661,231.733337,231.733337,71853600
7/07/2022,233.919998,245.363327,232.210007,244.543335,244.543335,81930600
8/07/2022,242.333328,254.979996,241.160004,250.763336,250.763336,101854200
11/07/2022,252.103333,253.063339,233.626663,234.343338,234.343338,99241200
12/07/2022,236.846664,239.773331,228.369995,233.070007,233.070007,87930900
13/07/2022,225.5,242.059998,225.03334,237.039993,237.039993,97954500
14/07/2022,234.896667,238.653336,229.333328,238.313339,238.313339,78557400
15/07/2022,240,243.623337,236.889999,240.066666,240.066666,69683100
18/07/2022,244.936661,250.516663,239.603333,240.546661,240.546661,82537500
19/07/2022,245,247.139999,236.976669,245.529999,245.529999,80890200
20/07/2022,246.78334,250.66333,243.483337,247.5,247.5,88864200
21/07/2022,255.106674,273.266663,254.866669,271.706665,271.706665,142032300
22/07/2022,276.220001,280.786682,270.713318,272.243347,272.243347,103472700
25/07/2022,272.216675,274.146667,267.399994,268.433319,268.433319,64073400
26/07/2022,266.513336,267.309998,256.263336,258.859985,258.859985,66820800
27/07/2022,263.809998,275.926666,261.790009,274.820007,274.820007,88110000
28/07/2022,280.066681,283.299988,272.799988,280.899994,280.899994,84723000
29/07/2022,280.700012,298.320007,279.100006,297.149994,297.149994,95313000
1/08/2022,301.276672,311.876678,295,297.276672,297.276672,117042900
2/08/2022,294.003326,307.833344,292.666656,300.58667,300.58667,95577600
3/08/2022,305,309.549988,301.149994,307.396667,307.396667,80091000
4/08/2022,311,313.606659,305,308.633331,308.633331,72256200
5/08/2022,302.670013,304.606659,285.543335,288.170013,288.170013,113172900
8/08/2022,295,305.200012,289.08667,290.42334,290.42334,98994000
9/08/2022,290.293335,292.396667,279.353333,283.333344,283.333344,86244600
10/08/2022,297.066681,297.51001,283.369995,294.356659,294.356659,94918800
11/08/2022,296.513336,298.236664,285.833344,286.630005,286.630005,70155000
12/08/2022,289.416656,300.160004,285.033325,300.029999,300.029999,79657200
15/08/2022,301.786682,313.133331,301.230011,309.320007,309.320007,89359200
16/08/2022,311.666656,314.666656,302.883331,306.563324,306.563324,88136400
17/08/2022,303.396667,309.656677,300.033325,303.996674,303.996674,68766000
18/08/2022,306,306.5,301.853333,302.869995,302.869995,47500500
19/08/2022,299,300.359985,292.5,296.666656,296.666656,61395300
22/08/2022,291.91333,292.399994,286.296661,289.91333,289.91333,55843200
23/08/2022,291.453339,298.82666,287.92334,296.453339,296.453339,63984900
24/08/2022,297.563324,303.646667,296.5,297.09668,297.09668,57259800
25/08/2022,302.359985,302.959991,291.600006,296.070007,296.070007,53230000
26/08/2022,297.429993,302,287.470001,288.089996,288.089996,57163900
29/08/2022,282.829987,287.73999,280.700012,284.820007,284.820007,41864700
30/08/2022,287.869995,288.480011,272.649994,277.700012,277.700012,50541800
31/08/2022,280.619995,281.25,271.809998,275.609985,275.609985,52107300
1/09/2022,272.579987,277.579987,266.149994,277.160004,277.160004,54287000
2/09/2022,281.070007,282.350006,269.079987,270.209991,270.209991,50752200
6/09/2022,272.679993,275.98999,265.73999,274.420013,274.420013,55860000
7/09/2022,273.100006,283.839996,272.269989,283.700012,283.700012,50028900
8/09/2022,281.299988,289.5,279.76001,289.26001,289.26001,53713100
9/09/2022,291.670013,299.850006,291.25,299.679993,299.679993,54338100
12/09/2022,300.720001,305.48999,300.399994,304.420013,304.420013,48674600
13/09/2022,292.899994,297.399994,290.399994,292.130005,292.130005,68229600
14/09/2022,292.23999,306,291.640015,302.609985,302.609985,72628700
15/09/2022,301.829987,309.119995,300.720001,303.75,303.75,64795500
16/09/2022,299.609985,303.709991,295.600006,303.350006,303.350006,86949500
19/09/2022,300.089996,309.839996,297.799988,309.070007,309.070007,60231200
20/09/2022,306.910004,313.329987,305.579987,308.730011,308.730011,61642800
21/09/2022,308.290009,313.799988,300.630005,300.799988,300.799988,62555700
22/09/2022,299.859985,301.290009,285.820007,288.589996,288.589996,70545400
23/09/2022,283.089996,284.5,272.820007,275.329987,275.329987,63615400
26/09/2022,271.829987,284.089996,270.309998,276.01001,276.01001,58076900
27/09/2022,283.839996,288.670013,277.51001,282.940002,282.940002,61925200
28/09/2022,283.079987,289,277.570007,287.809998,287.809998,54664800
29/09/2022,282.76001,283.649994,265.779999,268.209991,268.209991,77393100
